actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,lable,index
2.869,1.745,-1.124,2.869,2.478,-0.391,2.869,1.817,-1.052,3.842,3.879,0.037,CV,507
1.916,1.649,-0.267,1.916,2.135,0.219,1.916,1.941,0.025,4.007,3.515,-0.492,CV,508
2.434,3.108,0.674,2.434,3.297,0.863,2.434,3.082,0.648,2.784,2.07,-0.714,CV,509
2.503,2.587,0.084,2.503,3.172,0.669,2.503,2.654,0.151,3.419,4.151,0.732,CV,510
3.255,2.26,-0.995,3.255,2.612,-0.643,3.255,2.449,-0.806,4.936,5.277,0.341,CV,511
2.846,2.923,0.077,2.846,3.349,0.503,2.846,2.828,-0.018,4.44,4.5,0.06,CV,512
1.84,1.648,-0.192,1.84,2.127,0.287,1.84,1.808,-0.032,5.39,5.854,0.464,CV,513
3.237,3.402,0.165,3.237,3.861,0.624,3.237,3.357,0.12,5.36,5.174,-0.186,CV,514
2.04,2.203,0.163,2.04,2.527,0.487,2.04,2.316,0.276,2.459,2.7,0.241,CV,515
1.741,2.017,0.276,1.741,2.43,0.689,1.741,2.113,0.372,2.117,1.7,-0.417,CV,516
2.79,2.5,-0.29,2.79,3.396,0.606,2.79,2.728,-0.062,1.825,2.6,0.775,CV,517
7.2,5.665,-1.535,7.2,4.861,-2.339,7.2,5.805,-1.395,3.207,2.8,-0.407,CV,518
2.06,2.304,0.244,2.06,2.471,0.411,2.06,2.235,0.175,2.11,1.5,-0.61,CV,519
2.63,3.561,0.931,2.63,4.076,1.446,2.63,3.595,0.965,1.294,0.2,-1.094,CV,520
2.802,2.646,-0.156,2.802,3.067,0.265,2.802,2.525,-0.277,2.122,1.5,-0.622,CV,521
2.31,2.763,0.453,2.31,2.946,0.636,2.31,2.856,0.546,2.154,1.85,-0.304,CV,522
1.4,2.109,0.709,1.4,2.439,1.039,1.4,2.126,0.726,2.486,2.06,-0.426,CV,523
2.378,2.263,-0.115,2.378,2.536,0.158,2.378,2.242,-0.136,5.608,6,0.392,CV,524
1.58,2.149,0.569,1.58,2.674,1.094,1.58,2.302,0.722,2.787,2.3,-0.487,CV,525
4.63,4.196,-0.434,4.63,5.204,0.574,4.63,4.009,-0.621,3.24,3.63,0.39,CV,526
4.86,4.406,-0.454,4.86,5.122,0.262,4.86,4.28,-0.58,2.73,2.8,0.07,CV,527
1.301,1.44,0.139,1.301,2.236,0.935,1.301,1.504,0.203,2.23,2.36,0.13,CV,528
2.829,3.378,0.549,2.829,3.502,0.673,2.829,3.236,0.407,3.969,4.62,0.651,CV,529
3.07,3.542,0.472,3.07,3.705,0.635,3.07,3.075,0.005,2.618,2.56,-0.058,CV,530
2.99,3.668,0.678,2.99,4.365,1.375,2.99,3.638,0.648,4.513,4.86,0.347,CV,531
3.278,2.735,-0.543,3.278,3.125,-0.153,3.278,2.617,-0.661,4.77,4.62,-0.15,CV,532
2.574,2.235,-0.339,2.574,2.854,0.28,2.574,2.44,-0.134,5.294,5.95,0.656,CV,533
0.7,2.086,1.386,0.7,2.601,1.901,0.7,2.1,1.4,5.504,5,-0.504,CV,534
2.911,2.415,-0.496,2.911,2.873,-0.038,2.911,2.602,-0.309,2.723,2.17,-0.553,CV,535
3.2,3.217,0.017,3.2,3.423,0.223,3.2,2.958,-0.242,2.45,1.94,-0.51,CV,536
3.58,4.071,0.491,3.58,4.348,0.768,3.58,4.264,0.684,2.503,1.9,-0.603,CV,537
3.7,4.295,0.595,3.7,4.689,0.989,3.7,4.175,0.475,1.552,1.87,0.318,CV,538
2.36,2.292,-0.068,2.36,2.694,0.334,2.36,2.443,0.083,2.149,2.64,0.491,CV,539
2.949,2.651,-0.298,2.949,3.221,0.272,2.949,2.875,-0.074,3.929,4.66,0.731,CV,540
1.44,1.978,0.538,1.44,2.403,0.963,1.44,2.222,0.782,3.464,3.12,-0.344,CV,541
1.785,1.318,-0.467,1.785,1.958,0.173,1.785,1.434,-0.351,2.894,2.17,-0.724,CV,542
2.645,2.398,-0.247,2.645,3.076,0.431,2.645,2.548,-0.097,1.889,0.85,-1.039,CV,543
3,2.535,-0.465,3,2.599,-0.401,3,2.471,-0.529,2.798,2.92,0.122,CV,544
0.63,2.06,1.43,0.63,2.792,2.162,0.63,2.299,1.669,3.069,1.78,-1.289,CV,545
2.78,3.305,0.525,2.78,3.49,0.71,2.78,3.554,0.774,1.907,1.18,-0.727,CV,546
2.693,2.439,-0.254,2.693,2.987,0.294,2.693,2.485,-0.208,2.48,2.21,-0.27,CV,547
2.212,2.456,0.244,2.212,3.045,0.833,2.212,2.01,-0.202,4.253,6.5,2.247,CV,548
4.494,5.124,0.63,4.494,5.175,0.681,4.494,5.198,0.704,3.353,2.32,-1.033,CV,549
3.72,4.595,0.875,3.72,5.606,1.886,3.72,4.831,1.111,2.734,2.9,0.166,CV,550
2.34,1.923,-0.417,2.34,2.478,0.138,2.34,1.724,-0.616,2.175,0.99,-1.185,CV,551
2.062,2.207,0.145,2.062,2.65,0.588,2.062,2.277,0.215,3.287,6,2.713,CV,552
3.352,3.361,0.009,3.352,4.118,0.766,3.352,3.43,0.078,2.153,2.544,0.391,CV,553
4.06,2.571,-1.489,4.06,3.116,-0.944,4.06,2.515,-1.545,3.101,2.344,-0.757,CV,554
3.76,3.591,-0.169,3.76,4.317,0.557,3.76,3.747,-0.013,2.843,3,0.157,CV,555
3.03,3.207,0.177,3.03,4.825,1.795,3.03,3.298,0.268,3.608,3.403,-0.205,CV,556
2.411,2.223,-0.188,2.411,2.946,0.535,2.411,2.468,0.057,2.895,2.187,-0.708,CV,557
2.345,2.363,0.018,2.345,3.098,0.753,2.345,2.46,0.115,3.111,2.954,-0.157,CV,558
2.906,2.411,-0.495,2.906,3.162,0.256,2.906,2.502,-0.404,5.127,5.62,0.493,CV,559
0.833,0.521,-0.312,0.833,1.202,0.369,0.833,0.371,-0.462,4.041,4.9,0.859,CV,560
2.4,2.839,0.439,2.4,3.2,0.8,2.4,2.976,0.576,5.186,5.81,0.624,CV,561
2.362,1.314,-1.048,2.362,0.964,-1.398,2.362,1.3,-1.062,3.763,3.64,-0.123,CV,562
1.589,2.017,0.428,1.589,2.65,1.061,1.589,2.422,0.833,4.409,5.07,0.661,CV,563
5.21,4.174,-1.036,5.21,4.981,-0.229,5.21,4.043,-1.167,4.372,3.99,-0.382,CV,564
3.83,5.263,1.433,3.83,4.893,1.063,3.83,5.036,1.206,2.548,1.65,-0.898,CV,565
2.053,3.952,1.899,2.053,4.055,2.002,2.053,3.941,1.888,2.263,2.275,0.012,CV,566
2.606,2.264,-0.342,2.606,2.951,0.345,2.606,2.441,-0.165,1.924,2.628,0.704,CV,567
2.42,2.433,0.013,2.42,2.925,0.505,2.42,2.657,0.237,1.631,1.214,-0.417,CV,568
2.37,2.117,-0.253,2.37,2.227,-0.143,2.37,1.99,-0.38,1.997,2.34,0.343,CV,569
2.082,2.389,0.307,2.082,2.527,0.445,2.082,2.434,0.352,1.837,2.171,0.334,CV,570
2.111,2.301,0.19,2.111,2.783,0.672,2.111,2.263,0.152,0.854,0.866,0.012,CV,571
1.342,2.314,0.972,1.342,2.658,1.316,1.342,2.335,0.993,2.454,2.313,-0.141,CV,572
3.607,3.319,-0.288,3.607,4.007,0.4,3.607,3.439,-0.168,1.483,1.698,0.215,CV,573
3.01,4.076,1.066,3.01,4.651,1.641,3.01,4.375,1.365,-0.261,3.46,3.721,CV,574
0.85,1.91,1.06,0.85,1.985,1.135,0.85,1.84,0.99,1.441,1.627,0.186,CV,575
2.683,2.179,-0.504,2.683,2.351,-0.332,2.683,2.387,-0.296,2.332,2.683,0.351,CV,576
0.958,1.114,0.156,0.958,0.74,-0.218,0.958,1.177,0.219,2.222,2.655,0.433,CV,577
2.5,2.912,0.412,2.5,2.396,-0.104,2.5,3.29,0.79,0.565,-0.63,-1.195,CV,578
2.12,1.879,-0.241,2.12,1.777,-0.343,2.12,1.927,-0.193,1.77,1.682,-0.088,CV,579
2.008,0.964,-1.044,2.008,0.244,-1.764,2.008,0.855,-1.153,2.827,2.628,-0.199,CV,580
1.88,2.109,0.229,1.88,2.174,0.294,1.88,2.186,0.306,1.981,2.073,0.092,CV,581
3.8,3.98,0.18,3.8,3.61,-0.19,3.8,3.848,0.048,2.504,2.171,-0.333,CV,582
5.21,4.083,-1.127,5.21,4.497,-0.713,5.21,4.029,-1.181,2.576,2.721,0.145,CV,583
1.462,1.824,0.362,1.462,0.129,-1.333,1.462,1.679,0.217,1.827,2.313,0.486,CV,584
1.5,1.659,0.159,1.5,1.886,0.386,1.5,1.92,0.42,1.789,1.818,0.029,CV,585
2.76,2.988,0.228,2.76,2.93,0.17,2.76,3.313,0.553,2.278,2.498,0.22,CV,586
2.509,2.15,-0.359,2.509,2.105,-0.404,2.509,2.245,-0.264,2.402,2.139,-0.263,CV,587
2.18,2.746,0.566,2.18,2.695,0.515,2.18,2.656,0.476,2.369,2.166,-0.203,CV,588
2.519,2.272,-0.247,2.519,1.808,-0.711,2.519,2.383,-0.136,2.217,2.509,0.292,CV,589
1.622,1.191,-0.431,1.622,0.893,-0.729,1.622,1.438,-0.184,2.345,2.062,-0.283,CV,590
2.06,2.455,0.395,2.06,2.475,0.415,2.06,2.62,0.56,1.704,1.899,0.195,CV,591
2.7,2.424,-0.276,2.7,2.235,-0.465,2.7,2.457,-0.243,3.115,3.488,0.373,CV,592
1.9,2.26,0.36,1.9,2.016,0.116,1.9,2.165,0.265,2.184,2.378,0.194,CV,593
2.541,1.891,-0.65,2.541,1.337,-1.204,2.541,1.784,-0.757,2.694,2.829,0.135,CV,594
1.96,2.543,0.583,1.96,2.141,0.181,1.96,2.572,0.612,2.937,3.074,0.137,CV,595
4.315,4.922,0.607,4.315,5.32,1.005,4.315,4.75,0.435,2.79,3.036,0.246,CV,596
1.431,1.486,0.055,1.431,0.754,-0.677,1.431,1.539,0.108,2.513,2.231,-0.282,CV,597
4.69,4.656,-0.034,4.69,4.303,-0.387,4.69,4.24,-0.45,3.445,3.129,-0.316,CV,598
1.9,3.046,1.146,1.9,2.953,1.053,1.9,2.791,0.891,2.966,3.58,0.614,CV,599
2.91,2.618,-0.292,2.91,2.343,-0.567,2.91,2.516,-0.394,3.048,3.58,0.532,CV,600
2.6,3.325,0.725,2.6,2.515,-0.085,2.6,3.663,1.063,3.522,3.76,0.238,CV,601
3.455,2.921,-0.534,3.455,3.063,-0.392,3.455,3.062,-0.393,3.719,3.869,0.15,CV,602
3.18,2.851,-0.329,3.18,2.201,-0.979,3.18,2.787,-0.393,3.392,3.852,0.46,CV,603
6,5.004,-0.996,6,5.142,-0.858,6,5.376,-0.624,3.25,3.607,0.357,CV,604
3.237,2.718,-0.519,3.237,2.853,-0.384,3.237,2.755,-0.482,2.281,2.574,0.293,CV,605
2.748,2.556,-0.192,2.748,2.307,-0.441,2.748,2.679,-0.069,3.091,2.786,-0.305,CV,606
4.05,3.21,-0.84,4.05,3.403,-0.647,4.05,3.305,-0.745,3.971,4.043,0.072,CV,607
2.742,2.573,-0.169,2.742,2.49,-0.252,2.742,2.566,-0.176,4.407,5.64,1.233,CV,608
5.27,4.134,-1.136,5.27,4.154,-1.116,5.27,3.955,-1.315,3.767,3.798,0.031,CV,609
2.596,2.336,-0.26,2.596,2.002,-0.594,2.596,2.451,-0.145,2.952,2.71,-0.242,CV,610
4.87,5.84,0.97,4.87,4.681,-0.189,4.87,5.889,1.019,4.658,4.695,0.037,CV,611
1.95,2.401,0.451,1.95,1.854,-0.096,1.95,2.461,0.511,3.143,3.325,0.182,CV,612
2.22,2.846,0.626,2.22,2.296,0.076,2.22,2.624,0.404,4.423,4.543,0.12,CV,613
2.105,0.971,-1.134,2.105,0.931,-1.174,2.105,0.811,-1.294,4.208,4.48,0.272,CV,614
0.915,1.112,0.197,0.915,1.039,0.124,0.915,1.208,0.293,4.624,4.804,0.18,CV,615
0.63,1.924,1.294,0.63,1.795,1.165,0.63,2.248,1.618,4.555,4.695,0.14,CV,616
1.143,1.711,0.568,1.143,0.997,-0.146,1.143,1.506,0.363,4.636,4.657,0.021,CV,617
4.62,3.844,-0.776,4.62,3.936,-0.684,4.62,3.5,-1.12,1.328,2.26,0.932,CV,618
3.863,3.699,-0.164,3.863,3.86,-0.003,3.863,3.802,-0.061,5.97,4.364,-1.606,CV,619
-0.282,0.735,1.017,-0.282,0.057,0.339,-0.282,0.617,0.899,4.961,4.657,-0.304,CV,620
2.552,2.389,-0.163,2.552,2.435,-0.117,2.552,2.358,-0.194,4.224,4.85,0.626,CV,621
3.227,2.681,-0.546,3.227,2.862,-0.365,3.227,2.829,-0.398,5.843,5.131,-0.712,CV,622
3.6,3.228,-0.372,3.6,3.563,-0.037,3.6,3.442,-0.158,2.185,2.2,0.015,CV,623
1.32,2.845,1.525,1.32,2.007,0.687,1.32,2.593,1.273,1.924,1.8,-0.124,CV,624
1.55,2.235,0.685,1.55,2.116,0.566,1.55,2.267,0.717,2.379,2,-0.379,CV,625
2.7,3.722,1.022,2.7,3.228,0.528,2.7,3.731,1.031,2.901,3.02,0.119,CV,626
1.78,1.867,0.087,1.78,1.816,0.036,1.78,1.963,0.183,3.503,3.6,0.097,CV,627
0.56,1.267,0.707,0.56,0.502,-0.058,0.56,1.479,0.919,4.19,4,-0.19,CV,628
3.83,5.102,1.272,3.83,4.735,0.905,3.83,4.957,1.127,4.443,3.84,-0.603,CV,629
3.68,4.724,1.044,3.68,7.635,3.955,3.68,5.52,1.84,3.066,2.7,-0.366,CV,630
3.417,2.96,-0.457,3.417,2.926,-0.491,3.417,3.048,-0.369,2.576,3.25,0.674,CV,631
1.888,1.657,-0.231,1.888,1.297,-0.591,1.888,1.704,-0.184,2.918,2.08,-0.838,CV,632
2.544,2.692,0.148,2.544,1.557,-0.987,2.544,2.525,-0.019,2.224,1.67,-0.554,CV,633
3.335,2.893,-0.442,3.335,3.272,-0.063,3.335,3.097,-0.238,1.597,3.3,1.703,CV,634
3.515,2.919,-0.596,3.515,2.968,-0.547,3.515,2.874,-0.641,4.233,4.63,0.397,CV,635
4.21,4.815,0.605,4.21,4.754,0.544,4.21,4.558,0.348,4.742,4.6,-0.142,CV,636
2.9,2.519,-0.381,2.9,2.352,-0.548,2.9,2.634,-0.266,5.535,5.89,0.355,CV,637
1.834,2.365,0.531,1.834,1.825,-0.009,1.834,2.253,0.419,5.536,5.4,-0.136,CV,638
0.958,1.172,0.214,0.958,0.858,-0.1,0.958,1.346,0.388,2.435,2.32,-0.115,CV,639
2.171,1.781,-0.39,2.171,1.262,-0.909,2.171,2.105,-0.066,1.641,1.98,0.339,CV,640
3.2,3.688,0.488,3.2,3.372,0.172,3.2,3.646,0.446,2.889,2.37,-0.519,CV,641
3.107,2.451,-0.656,3.107,2.72,-0.387,3.107,2.579,-0.528,2.102,1.72,-0.382,CV,642
5.375,4.993,-0.382,5.375,5.142,-0.233,5.375,4.833,-0.542,2.583,2.7,0.117,CV,643
2.628,2.276,-0.352,2.628,2.047,-0.581,2.628,2.411,-0.217,1.648,1.51,-0.138,CV,644
3.2,3.447,0.247,3.2,3.435,0.235,3.2,3.339,0.139,3.331,3.48,0.149,CV,645
2.301,3.298,0.997,2.301,1.638,-0.663,2.301,3.072,0.771,2.385,2.08,-0.305,CV,646
2.215,2.047,-0.168,2.215,1.861,-0.354,2.215,2.297,0.082,1.74,2.11,0.37,CV,647
1.71,2.09,0.38,1.71,1.137,-0.573,1.71,2.026,0.316,1.198,2.3,1.102,CV,648
2.61,2.279,-0.331,2.61,1.99,-0.62,2.61,2.293,-0.317,1.826,2.34,0.514,CV,649
2.76,4.265,1.505,2.76,6.364,3.604,2.76,3.872,1.112,3.22,3.28,0.06,CV,650
4.668,7.008,2.34,4.668,2.288,-2.38,4.668,7.035,2.367,1.51,1.71,0.2,CV,651
4.2,4.196,-0.004,4.2,3.697,-0.503,4.2,3.921,-0.279,3.57,3.79,0.22,CV,652
2.27,3.025,0.755,2.27,2.569,0.299,2.27,2.65,0.38,1.295,0.78,-0.515,CV,653
0.877,1,0.123,0.877,0.712,-0.165,0.877,1.067,0.19,1.534,1.84,0.306,CV,654
2.36,2.268,-0.092,2.36,2.013,-0.347,2.36,2.463,0.103,3.549,3.2,-0.349,CV,655
2.737,2.871,0.134,2.737,2.845,0.108,2.737,2.637,-0.1,4.058,5,0.942,CV,656
3.607,3.635,0.028,3.607,4.051,0.444,3.607,3.826,0.219,4.976,6,1.024,CV,657
2.6,2.112,-0.488,2.6,2.155,-0.445,2.6,2.245,-0.355,3.848,3.75,-0.098,CV,658
2.939,3.314,0.375,2.939,2.883,-0.056,2.939,3.418,0.479,4.111,2.76,-1.351,CV,659
1.083,1.374,0.291,1.083,0.753,-0.33,1.083,1.369,0.286,2.857,1.32,-1.537,CV,660
3.5,3.092,-0.408,3.5,3.183,-0.317,3.5,3,-0.5,2.4,2.817,0.417,CV,661
4.7,4.21,-0.49,4.7,4.182,-0.518,4.7,4.053,-0.647,3.697,2.053,-1.644,CV,662
4.08,4.114,0.034,4.08,4.377,0.297,4.08,4.009,-0.071,2.299,2.477,0.178,CV,663
2.155,1.867,-0.288,2.155,1.476,-0.679,2.155,2.071,-0.084,3.701,3.807,0.106,CV,664
3.118,2.919,-0.199,3.118,2.823,-0.295,3.118,2.914,-0.204,4.695,4.69,-0.005,CV,665
1.067,1.013,-0.054,1.067,-0.046,-1.113,1.067,1.144,0.077,2.286,2.28,-0.006,CV,666
1.823,1.82,-0.003,1.823,1.548,-0.275,1.823,2.041,0.218,3.542,3.11,-0.432,CV,667
1.87,1.675,-0.195,1.87,1.815,-0.055,1.87,1.686,-0.184,3.215,3.15,-0.065,CV,668
2.7,2.805,0.105,2.7,2.422,-0.278,2.7,2.928,0.228,3.821,3.5,-0.321,CV,669
6.52,5.266,-1.254,6.52,4.526,-1.994,6.52,5.528,-0.992,2.074,1.4,-0.674,CV,670
1.6,1.209,-0.391,1.6,0.964,-0.636,1.6,1.471,-0.129,5.192,6.52,1.328,CV,671
2.509,2.089,-0.42,2.509,1.98,-0.529,2.509,2.255,-0.254,2.499,2.465,-0.034,CV,672
2.6,1.779,-0.821,2.6,1.591,-1.009,2.6,2.164,-0.436,2.047,2.389,0.342,CV,673
2.34,2.556,0.216,2.34,2.34,0,2.34,2.621,0.281,0.716,1.442,0.726,CV,674
2.748,2.648,-0.1,2.748,2.115,-0.633,2.748,2.457,-0.291,2.007,2.111,0.104,CV,675
3.83,2.379,-1.451,3.83,2.247,-1.583,3.83,2.876,-0.954,1.418,1.6,0.182,CV,676
3.602,3.178,-0.424,3.602,2.928,-0.674,3.602,3.143,-0.459,0.774,0.849,0.075,CV,677
3.07,3.003,-0.067,3.07,2.799,-0.271,3.07,2.88,-0.19,1.26,0.643,-0.617,CV,678
1.95,2.38,0.43,1.95,2.204,0.254,1.95,2.561,0.611,1.388,1.475,0.087,CV,679
3.807,3.439,-0.368,3.807,3.094,-0.713,3.807,3.472,-0.335,0.903,0.768,-0.135,CV,680
2.454,2.338,-0.116,2.454,2.016,-0.438,2.454,2.494,0.04,1.448,1.023,-0.425,CV,681
3.542,3.348,-0.194,3.542,3.179,-0.363,3.542,3.251,-0.291,1.497,1.595,0.098,CV,682
2.67,2.71,0.04,2.67,2.197,-0.473,2.67,2.65,-0.02,1.562,1.627,0.065,CV,683
2.59,2.363,-0.227,2.59,3.059,0.469,2.59,2.523,-0.067,1.325,1.029,-0.296,CV,684
2.66,2.903,0.243,2.66,2.323,-0.337,2.66,2.994,0.334,1.849,1.856,0.007,CV,685
1.43,1.843,0.413,1.43,1.698,0.268,1.43,1.886,0.456,1.123,1.149,0.026,CV,686
2.86,3.784,0.924,2.86,3.197,0.337,2.86,3.796,0.936,1.174,1.263,0.089,CV,687
0.44,0.995,0.555,0.44,-0.082,-0.522,0.44,1.148,0.708,2.377,2.683,0.306,CV,688
2.666,2.635,-0.031,2.666,2.534,-0.132,2.666,2.829,0.163,2.327,2.454,0.127,CV,689
2.36,2.089,-0.271,2.36,2.09,-0.27,2.36,2.298,-0.062,1.206,1.595,0.389,CV,690
2.59,3.201,0.611,2.59,2.428,-0.162,2.59,3.263,0.673,1.269,1.263,-0.006,CV,691
3.1,2.941,-0.159,3.1,2.953,-0.147,3.1,2.842,-0.258,2.528,2.645,0.117,CV,692
0.3,1.062,0.762,0.3,0.904,0.604,0.3,1.066,0.766,3.15,2.88,-0.27,CV,693
1.883,1.623,-0.26,1.883,1.25,-0.633,1.883,1.657,-0.226,2.583,2.019,-0.564,CV,694
2.144,2.063,-0.081,2.144,1.713,-0.431,2.144,1.957,-0.187,2.224,2.41,0.186,CV,695
2.628,2.058,-0.57,2.628,1.805,-0.823,2.628,2.239,-0.389,2.036,2.057,0.021,CV,696
1.818,2.084,0.266,1.818,1.606,-0.212,1.818,2.033,0.215,2.385,2.247,-0.138,CV,697
2.166,2.03,-0.136,2.166,1.568,-0.598,2.166,2.252,0.086,2.824,3.227,0.403,CV,698
2.65,2.272,-0.378,2.65,2.511,-0.139,2.65,2.31,-0.34,1.931,0.63,-1.301,CV,699
1.4,1.592,0.192,1.4,1.275,-0.125,1.4,1.543,0.143,1.719,2.334,0.615,CV,700
2.53,2.725,0.195,2.53,1.503,-1.027,2.53,2.672,0.142,2.104,2.188,0.084,CV,701
1.44,1.39,-0.05,1.44,1.392,-0.048,1.44,1.411,-0.029,3.004,3.471,0.467,CV,702
2.715,2.419,-0.296,2.715,2.367,-0.348,2.715,2.499,-0.216,0.671,0.833,0.162,CV,703
2.188,2.235,0.047,2.188,1.538,-0.65,2.188,2.052,-0.136,2.175,2.938,0.763,CV,704
5.131,6.126,0.995,5.131,4.917,-0.214,5.131,6.338,1.207,2.218,2.492,0.274,CV,705
4.7,4.062,-0.638,4.7,4.046,-0.654,4.7,4.025,-0.675,2.682,2.965,0.283,CV,706
4.08,4.503,0.423,4.08,5.53,1.45,4.08,4.09,0.01,2.182,1.948,-0.234,CV,707
2.3,2.775,0.475,2.3,2.724,0.424,2.3,2.766,0.466,3.361,3.825,0.464,CV,708
2.008,1.842,-0.166,2.008,1.509,-0.499,2.008,2.032,0.024,2.068,2.247,0.179,CV,709
1.301,1.371,0.07,1.301,1.129,-0.172,1.301,1.517,0.216,1.831,2.035,0.204,CV,710
1.55,2.499,0.949,1.55,1.716,0.166,1.55,2.05,0.5,2.898,2.7,-0.198,CV,711
2.111,1.942,-0.169,2.111,1.25,-0.861,2.111,1.943,-0.168,2.574,2.742,0.168,CV,712
1.834,1.868,0.034,1.834,1.224,-0.61,1.834,1.771,-0.063,2.291,2.237,-0.054,CV,713
3.869,3.729,-0.14,3.869,3.528,-0.341,3.869,3.732,-0.137,2.327,2.144,-0.183,CV,714
2.4,2.231,-0.169,2.4,1.985,-0.415,2.4,2.57,0.17,1.777,2.03,0.253,CV,715
2.32,2.62,0.3,2.32,2.253,-0.067,2.32,2.88,0.56,2.698,3.123,0.425,CV,716
4.151,3.809,-0.342,4.151,-0.096,-4.247,4.151,4.576,0.425,2.199,4.06,1.861,CV,717
1.453,2.495,1.042,1.453,2.166,0.713,1.453,2.236,0.783,2.281,1.84,-0.441,CV,718
4.151,3.547,-0.604,4.151,3.308,-0.843,4.151,4.207,0.056,3.225,3.352,0.127,CV,719
1.6,3.133,1.533,1.6,3.116,1.516,1.6,3.018,1.418,2.578,2.971,0.393,CV,720
3.7,3.199,-0.501,3.7,3.638,-0.062,3.7,3.137,-0.563,2.789,3.096,0.307,CV,721
3.7,3.614,-0.086,3.7,3.606,-0.094,3.7,3.705,0.005,3.399,3.276,-0.123,CV,722
3.217,2.77,-0.447,3.217,2.956,-0.261,3.217,2.842,-0.375,2.644,1.72,-0.924,CV,723
0.741,1.174,0.433,0.741,0.842,0.101,0.741,1.002,0.261,3.744,3.863,0.119,CV,724
2.41,2.23,-0.18,2.41,2.112,-0.298,2.41,2.327,-0.083,3.598,3.863,0.265,CV,725
2.557,2.417,-0.14,2.557,2.576,0.019,2.557,2.484,-0.073,3.341,3.809,0.468,CV,726
2.079,1.75,-0.329,2.079,1.52,-0.559,2.079,1.961,-0.118,2.296,2.111,-0.185,CV,727
3.11,3.656,0.546,3.11,2.848,-0.262,3.11,3.541,0.431,3.215,3.776,0.561,CV,728
1.98,1.808,-0.172,1.98,1.591,-0.389,1.98,1.942,-0.038,6.581,5.87,-0.711,CV,729
2.128,1.571,-0.557,2.128,1.424,-0.704,2.128,1.725,-0.403,4.234,5.21,0.976,CV,730
2.536,2.436,-0.1,2.536,2.14,-0.396,2.536,2.388,-0.148,4.21,5.21,1,CV,731
2.2,2.964,0.764,2.2,2.442,0.242,2.2,2.952,0.752,4.298,5.21,0.912,CV,732
2.11,1.585,-0.525,2.11,1.659,-0.451,2.11,1.728,-0.382,3.198,3.33,0.132,CV,733
1.4,1.921,0.521,1.4,1.536,0.136,1.4,1.896,0.496,3.252,3.178,-0.074,CV,734
3.466,2.827,-0.639,3.466,2.315,-1.151,3.466,2.822,-0.644,1.186,0.44,-0.746,CV,735
4.1,4.056,-0.044,4.1,4.05,-0.05,4.1,4.182,0.082,2.121,1.8,-0.321,CV,736
2.362,1.978,-0.384,2.362,1.664,-0.698,2.362,2.177,-0.185,2.126,1.5,-0.626,CV,737
3.825,3.311,-0.514,3.825,3.301,-0.524,3.825,3.439,-0.386,2.629,2.61,-0.019,CV,738
1.69,1.941,0.251,1.69,1.792,0.102,1.69,1.888,0.198,4.121,4.2,0.079,CV,739
2.965,2.703,-0.262,2.965,2.832,-0.133,2.965,3.045,0.08,3.893,4.1,0.207,CV,740
2.313,2.589,0.276,2.313,2.122,-0.191,2.313,2.424,0.111,3.555,3.2,-0.355,CV,741
1.834,1.955,0.121,1.834,1.733,-0.101,1.834,2.192,0.358,4.054,3.98,-0.074,CV,742
2.171,2.341,0.17,2.171,1.992,-0.179,2.171,2.217,0.046,2.815,3.94,1.125,CV,743
2.949,2.542,-0.407,2.949,2.859,-0.09,2.949,2.641,-0.308,4.049,4.01,-0.039,CV,744
0.18,-0.037,-0.217,0.18,-2.689,-2.869,0.18,-0.309,-0.489,2.202,1.45,-0.752,CV,745
1.703,1.879,0.176,1.703,1.499,-0.204,1.703,1.865,0.162,2.608,2.79,0.182,CV,746
1.19,2.039,0.849,1.19,2.978,1.788,1.19,2.372,1.182,3.702,3.4,-0.302,CV,747
2.247,2.108,-0.139,2.247,2.142,-0.105,2.247,2.087,-0.16,3.871,3.75,-0.121,CV,748
2.019,2.461,0.442,2.019,2.56,0.541,2.019,2.428,0.409,6.229,6,-0.229,CV,749
2.51,3.678,1.168,2.51,2.897,0.387,2.51,3.739,1.229,2.214,1.75,-0.464,CV,750
1.806,2.499,0.693,1.806,2.525,0.719,1.806,2.443,0.637,1.957,1.6,-0.357,CV,751
2.08,2.041,-0.039,2.08,1.61,-0.47,2.08,1.885,-0.195,2.251,2.01,-0.241,CV,752
5.86,5.538,-0.322,5.86,6.067,0.207,5.86,5.752,-0.108,1.75,1.75,0,CV,753
3.738,3.338,-0.4,3.738,3.247,-0.491,3.738,3.49,-0.248,1.573,1.61,0.037,CV,754
2.226,2.49,0.264,2.226,2.205,-0.021,2.226,2.346,0.12,2.287,2.1,-0.187,CV,755
3.885,4.074,0.189,3.885,3.613,-0.272,3.885,3.859,-0.026,2.564,2.06,-0.504,CV,756
4.777,4.189,-0.588,4.777,3.58,-1.197,4.777,4.345,-0.432,2.958,2.61,-0.348,CV,757
1.567,1.84,0.273,1.567,1.261,-0.306,1.567,1.829,0.262,1.664,1.12,-0.544,CV,758
2.48,3.497,1.017,2.48,2.398,-0.082,2.48,3.482,1.002,2.309,1.18,-1.129,CV,759
